,source,estimate,pvals,log10_pval
821,REACTOME_RHOBTB1_GTPASE_CYCLE,0.4363606,0.36613345,0.4363606
822,REACTOME_RHOBTB2_GTPASE_CYCLE,1.0934682,0.08063654,1.0934682
824,REACTOME_RHOBTB_GTPASE_CYCLE,0.81143695,0.15437005,0.81143695
825,REACTOME_RHOB_GTPASE_CYCLE,0.7207842,0.19020231,0.7207842
826,REACTOME_RHOC_GTPASE_CYCLE,0.70042497,0.19933109,0.70042497
827,REACTOME_RHOD_GTPASE_CYCLE,0.3286616,0.46917883,0.3286616
828,REACTOME_RHOF_GTPASE_CYCLE,0.38453624,0.4125378,0.38453624
829,REACTOME_RHOG_GTPASE_CYCLE,1.2490683,0.056354906,1.2490683
830,REACTOME_RHOH_GTPASE_CYCLE,0.4363606,0.36613345,0.4363606
831,REACTOME_RHOJ_GTPASE_CYCLE,0.95126784,0.111874774,0.95126784
832,REACTOME_RHOQ_GTPASE_CYCLE,0.83674616,0.145631,0.83674616
833,REACTOME_RHOU_GTPASE_CYCLE,0.41794306,0.38199437,0.41794306
834,REACTOME_RHOV_GTPASE_CYCLE,1.0934682,0.08063654,1.0934682
835,REACTOME_RHO_GTPASES_ACTIVATE_CIT,0.61415786,0.24313201,0.61415786
836,REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,0.50021476,0.31607142,0.50021476
840,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,3.9636018,0.0001087422,3.9636018
842,REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,0.35499594,0.44157457,0.35499594
843,REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,2.336949,0.004603104,2.336949
845,REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,0.3050254,0.4954212,0.3050254
847,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION,0.31653327,0.482466,0.31653327
849,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,0.4363606,0.36613345,0.4363606
851,REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES,0.8171196,0.15236332,0.8171196
852,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,0.14799733,0.7112179,0.14799733
854,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,1.4945356,0.032023177,1.4945356
855,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION,1.5790622,0.02635954,1.5790622
857,REACTOME_RND1_GTPASE_CYCLE,1.9519101,0.011170944,1.9519101
858,REACTOME_RND2_GTPASE_CYCLE,1.2261717,0.05940572,1.2261717
859,REACTOME_RND3_GTPASE_CYCLE,1.9519101,0.011170944,1.9519101
864,REACTOME_RORA_ACTIVATES_GENE_EXPRESSION,0.61415786,0.24313201,0.61415786
866,REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,0.520785,0.30144984,0.520785
868,REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,1.4550161,0.035073888,1.4550161
869,REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,1.8303802,0.014778139,1.8303802
870,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,0.8520156,0.14059971,0.8520156
872,REACTOME_SARS_COV_1_INFECTION,2.2530775,0.005583707,2.2530775
873,REACTOME_SARS_COV_2_INFECTION,2.5633483,0.002733076,2.5633483
874,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,0.9247611,0.11891562,0.9247611
875,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0.8701877,0.134838,0.8701877
876,REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III,0.47731784,0.33318248,0.47731784
877,REACTOME_SELECTIVE_AUTOPHAGY,4.5780153,2.6423144e-05,4.5780153
882,REACTOME_SEMAPHORIN_INTERACTIONS,0.2384608,0.577483,0.2384608
883,REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,1.9607499,0.010945867,1.9607499
885,REACTOME_SENSORY_PROCESSING_OF_SOUND,3.0222318,0.0009500977,3.0222318
886,REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,0.47731784,0.33318248,0.47731784
887,REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE,0.5520306,0.2805236,0.5520306
897,REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS,0.6439973,0.22698788,0.6439973
898,REACTOME_SIGNALING_BY_CSF3_G_CSF,4.2032022,6.263224e-05,4.2032022
901,REACTOME_SIGNALING_BY_EGFR,3.0897021,0.00081338815,3.0897021
902,REACTOME_SIGNALING_BY_EGFR_IN_CANCER,2.2480972,0.005648106,2.2480972
903,REACTOME_SIGNALING_BY_ERBB2,2.1994476,0.006317603,2.1994476
906,REACTOME_SIGNALING_BY_ERBB4,2.2530775,0.005583707,2.2530775
908,REACTOME_SIGNALING_BY_FGFR,1.4714985,0.0337677,1.4714985
909,REACTOME_SIGNALING_BY_FGFR1,1.5358372,0.029118085,1.5358372
911,REACTOME_SIGNALING_BY_FGFR2,1.622943,0.02382632,1.622943
912,REACTOME_SIGNALING_BY_FGFR2_IIIA_TM,0.50021476,0.31607142,0.50021476
913,REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE,0.3286616,0.46917883,0.3286616
914,REACTOME_SIGNALING_BY_FGFR3,1.7746937,0.016799884,1.7746937
916,REACTOME_SIGNALING_BY_FGFR4,1.7746937,0.016799884,1.7746937
918,REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,0.2384608,0.577483,0.2384608
919,REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS,0.5520306,0.2805236,0.5520306
921,REACTOME_SIGNALING_BY_HIPPO,0.69079316,0.20380124,0.69079316
925,REACTOME_SIGNALING_BY_MET,1.7611203,0.017333236,1.7611203
926,REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,0.34146273,0.45555127,0.34146273
927,REACTOME_SIGNALING_BY_MRAS_COMPLEX_MUTANTS,2.2267337,0.0059328917,2.2267337
928,REACTOME_SIGNALING_BY_NODAL,0.9247611,0.11891562,0.9247611
929,REACTOME_SIGNALING_BY_NOTCH1,2.4665995,0.003415078,2.4665995
930,REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER,3.5321798,0.00029364342,3.5321798
931,REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,3.0222318,0.0009500977,3.0222318
932,REACTOME_SIGNALING_BY_NOTCH2,4.3355412,4.6180536e-05,4.3355412
933,REACTOME_SIGNALING_BY_NOTCH3,5.3121758,4.87331e-06,5.3121758
934,REACTOME_SIGNALING_BY_NOTCH4,2.4958353,0.0031927477,2.4958353
940,REACTOME_SIGNALING_BY_PTK6,1.5358372,0.029118085,1.5358372
941,REACTOME_SIGNALING_BY_RETINOIC_ACID,1.332158,0.046541676,1.332158
943,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,2.3755674,0.00421146,2.3755674
948,REACTOME_SIGNAL_AMPLIFICATION,0.45609793,0.34986627,0.45609793
950,REACTOME_SIGNAL_TRANSDUCTION_BY_L1,1.6094909,0.02457588,1.6094909
952,REACTOME_SLC_TRANSPORTER_DISORDERS,0.7641411,0.17213094,0.7641411
953,REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,2.0896838,0.008134226,2.0896838
956,REACTOME_SNRNP_ASSEMBLY,0.29409125,0.5080527,0.29409125
960,REACTOME_SPHINGOLIPID_METABOLISM,0.2384608,0.577483,0.2384608
961,REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,2.5394802,0.0028874855,2.5394802
962,REACTOME_STABILIZATION_OF_P53,0.92784846,0.118073255,0.92784846
963,REACTOME_STRIATED_MUSCLE_CONTRACTION,0.7893312,0.16243096,0.7893312
965,REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,1.1901963,0.06453626,1.1901963
966,REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,0.99072444,0.10215875,0.99072444
967,REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS,0.61415786,0.24313201,0.61415786
970,REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS,1.4574388,0.03487877,1.4574388
971,REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS,0.7872617,0.16320682,0.7872617
973,REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,1.3808315,0.0416072,1.3808315
979,REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,2.7865322,0.0016348122,2.7865322
980,REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,0.6050129,0.24830593,0.6050129
981,REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES,1.6094909,0.02457588,1.6094909
983,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,1.7219677,0.018968469,1.7219677
986,REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2,0.9247611,0.11891562,0.9247611
990,REACTOME_SYNTHESIS_OF_PC,0.65030456,0.22371517,0.65030456
992,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,1.699238,0.019987667,1.699238
993,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,0.7366539,0.1833775,0.7366539
994,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,2.057867,0.008752515,2.057867
995,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.95126784,0.111874774,0.95126784
996,REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX,0.9247611,0.11891562,0.9247611
1002,REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,3.0488248,0.0008936657,3.0488248
1003,REACTOME_TBC_RABGAPS,0.8911321,0.12848957,0.8911321
1007,REACTOME_TELOMERE_MAINTENANCE,0.24669981,0.56663084,0.24669981
1008,REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,3.499626,0.00031650026,3.499626
1009,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,3.751471,0.00017722658,3.751471
1010,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,3.101294,0.0007919648,3.101294
1011,REACTOME_THE_NLRP3_INFLAMMASOME,1.8012038,0.01580506,1.8012038
1012,REACTOME_THE_PHOTOTRANSDUCTION_CASCADE,0.9247611,0.11891562,0.9247611
1013,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,1.2448031,0.05691109,1.2448031
1014,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,2.336949,0.004603104,2.336949
1015,REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,0.50021476,0.31607142,0.50021476
1016,REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,0.5520306,0.2805236,0.5520306
1017,REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,2.5394802,0.0028874855,2.5394802
1018,REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX,3.101294,0.0007919648,3.101294
1020,REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY,2.0896838,0.008134226,2.0896838
1022,REACTOME_TNF_SIGNALING,1.6719366,0.021284498,1.6719366
1023,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,2.7397473,0.0018207601,2.7397473
1024,REACTOME_TP53_REGULATES_METABOLIC_GENES,10.201106,6.293526e-11,10.201106
1025,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,0.65030456,0.22371517,0.65030456
1026,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.31653327,0.482466,0.31653327
1027,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,1.1788671,0.06624192,1.1788671
1028,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,1.035905,0.092065096,1.035905
1029,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE,1.5294882,0.029546894,1.5294882
1033,REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,3.101294,0.0007919648,3.101294
1034,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,3.2972832,0.0005043323,3.2972832
1035,REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,0.65030456,0.22371517,0.65030456
1036,REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,2.866451,0.0013600315,2.866451
1037,REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,2.7865322,0.0016348122,2.7865322
1038,REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,0.7872617,0.16320682,0.7872617
1039,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,1.5358372,0.029118085,1.5358372
1040,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,1.7746937,0.016799884,1.7746937
1041,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,1.9180675,0.012076263,1.9180675
1042,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,3.2332869,0.0005844039,3.2332869
1043,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,0.7641411,0.17213094,0.7641411
1044,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,1.1347517,0.07332436,1.1347517
1045,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,0.3050254,0.4954212,0.3050254
1049,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,1.955893,0.011068963,1.955893
1052,REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,0.92784846,0.118073255,0.92784846
1053,REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,0.50021476,0.31607142,0.50021476
1055,REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,3.2572465,0.0005530361,3.2572465
1056,REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,3.3897128,0.00040764987,3.3897128
1057,REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,2.336949,0.004603104,2.336949
1058,REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,2.5394802,0.0028874855,2.5394802
1059,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,2.7832685,0.001647144,2.7832685
1060,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,2.289703,0.005132123,2.289703
1062,REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,0.7893312,0.16243096,0.7893312
1064,REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,0.12747155,0.7456387,0.12747155
1069,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,2.289703,0.005132123,2.289703
1070,REACTOME_TRIGLYCERIDE_CATABOLISM,0.7366539,0.1833775,0.7366539
1071,REACTOME_TRIGLYCERIDE_METABOLISM,0.61415786,0.24313201,0.61415786
1080,REACTOME_UCH_PROTEINASES,0.6415068,0.22829333,0.6415068
1081,REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION,0.61415786,0.24313201,0.61415786
1082,REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,0.459053,0.34749374,0.459053
1083,REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,0.50021476,0.31607142,0.50021476
1085,REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,1.9519101,0.011170944,1.9519101
1086,REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,0.65030456,0.22371517,0.65030456
1087,REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,0.40070742,0.3974592,0.40070742
1088,REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,0.29409125,0.5080527,0.29409125
1089,REACTOME_VISUAL_PHOTOTRANSDUCTION,2.1659677,0.0068238927,2.1659677
1090,REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,0.65030456,0.22371517,0.65030456
1091,REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,2.057867,0.008752515,2.057867
1094,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2,1.9189485,0.012051786,1.9189485
1095,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,1.8012038,0.01580506,1.8012038
